Rank,Video Uploads,Subscribers,Video views
1073,579,6372720,5005584061
1074,315,924799,272549270
1075,69,1077035,503038721
1076,78,1187528,230626596
1077,158,2535305,558104526
1078,790,-- ,2232918914
1079,1096,7542219,5360497422
1080,2646,4739183,1339447912
1081,20,1099180,152421259
1082,698,1080829,375674360
1083,172,4827279,840237024
1084,26,2102859,707072962
1085,926,2594922,848048417
1086,12746,1231378,2468846059
1087,849,-- ,813777281
1088,66,2194989,1125081760
1089,446,7743492,1051346743
1090,386,748413,349171125
1091,119,8387497,3438825040
1092,9,-- ,187919091
1093,722,2463732,870581007
1094,346,-- ,656128090
1095,224,610130,117702339
1096,47,6246421,4171381231
1097,6199,4810053,4315943573
1098,43216,2562118,1880915239
1099,86872,1163844,1469594560
1100,1860,1388830,890764253
1101,14,713375,178412464
1102,52,10548370,528172886
1103,2603,3447255,3283041196
1104,829,246769,682825695
1105,87,7057151,1346134728
1106,283,3587976,293643173
1107,222,179734,55398762
1108,1930,794720,479437947
1109,117,883683,233817264
1110,58,-- ,287000493
1111,393,2967840,827964874
1112,1379,6217371,700534387
1113,1084,3461333,458488915
1114,5233,1567447,1868110548
1115,4,200536,30542506
1116,170,6651911,988326879
1117,349,1555169,401834406
1118,9228,2543346,929819561
1119,1417,1361880,581369782
1120,1121,1607037,665567091
1121,8,2861917,1690503137
1122,238,10247253,5133718775
1123,559,2155076,701284327
1124,96,3314192,2893179477
1125,461,3981353,2267113835
1126,20,516628,345111568
1127,4276,6811040,1993442553
1128,14493,2104082,1435219599
1129,4928,3186461,1542799499
1130,603,2784186,782915669
1131,1627,6783252,2985726408
1132,182,2059241,1223548138
1133,40599,454722,859111639
1134,192,280704,51412957
1135,3552,1826694,2020250389
1136,3534,-- ,363312756
1137,72,596882,194629412
1138,123,6462055,1808796279
1139,649,3070960,1179332236
1140,794,-- ,1480461896
1141,184,1901032,574395844
1142,691,4068925,924101627
1143,92,1614634,1946505588
1144,829,1286712,1480458714
1145,352,3644191,1219745172
1146,52548,1680608,1098789981
1147,922,1895085,950813108
1148,5126,14570953,5071006068
1149,995,985848,388267495
1150,355996,820108,1640347646
1151,577,-- ,399126408
1152,1588,7497762,2535153504
1153,111,976607,270095979
1154,4893,-- ,555333450
1155,32,-- ,116260552
1156,16226,1424977,691620083
1157,248,2656272,882222289
1158,37136,2561199,1419415471
1159,6,31996,29536511
1160,110,-- ,342372543
1161,55,-- ,352497565
1162,437,5608514,1352179341
1163,1017,105418,67113917
1164,14133,1922415,2073198311
1165,171,23481196,8280768299
1166,445,1915781,522973512
1167,3933,501731,611164083
1168,460,3044546,435910217
1169,207,1277532,386347891
1170,119,7136231,611062570
1171,142,-- ,101914674
1172,1190,3295043,3114290893
1173,45,3107983,630340905
1174,101,143414,543472
1175,2382,1639233,540505595
1176,1012,2168268,365382700
1177,31,6410207,597177479
1178,31092,5084929,3893045917
1179,113,5078880,1416956060
1180,1925,6341412,2581218906
1181,1237,6172108,1609292736
1182,4588,5422655,2088890389
1183,129,1584768,408343609
1184,70,2990724,1274275282
1185,102,862101,169614978
1186,2952,10218519,3515548318
1187,21,263470,46510486
1188,1284,3040963,2196656402
1189,1044,718231,469036798
1190,145,3201644,2741995673
1191,647,10673919,2419651852
1192,2760,2057489,1339235573
1193,379,3483539,1106450841
1194,97,1682736,174797690
1195,213,4406430,2450875512
1196,1466,76812,50347842
1197,232,802153,194965185
1198,331,468812,309763353
1199,1936,9224598,3777890297
1200,14460,972373,885972274
1201,86,1676802,90961377
1202,118,-- ,49116658
1203,3452,1258527,701318998
1204,112,1813712,521501181
1205,22,-- ,28709112
1206,2704,2856775,3937497827
1207,3545,8922422,3373682152
1208,1822,5151155,1866471947
1209,67,-- ,77299278
1210,322,6021280,1094725876
1211,847,350214,108899893
1212,123,2155074,324012497
1213,126,791763,98059395
1214,58,2777990,427618227
1215,325,1329767,349927065
1216,2279,224343,218655099
1217,21,10474413,1712431407
1218,511,1023183,323640430
1219,267,472573,627777758
1220,1157,2291522,748832809
1221,7274,3840699,2852364848
1222,19,947379,242686877
1223,68,13080839,673517610
1224,1651,1319793,731210573
1225,12,970106,299497195
1226,6232,1762161,625457816
1227,1065,1178901,1020550927
1228,1897,270272,131417570
1229,9987,1681614,820102614
1230,1489,2738601,2191975741
1231,105,571733,185263251
1232,1321,3750459,1805371644
1233,899,14802776,4218570476
1234,161,1751228,449486371
1235,2283,2631227,3398767467
1236,60,2693314,2252575081
1237,727,774102,236665494
1238,602,98921,17361214
1239,1364,2900113,1923871918
1240,568,2843442,694660092
1241,3699,11323230,3125213806
1242,197,9261084,1714185273
1243,530,3676183,902337992
1244,85,3178697,744866959
1245,69,112192,1289948925
1246,741,3288601,6790620554
1247,32,4690036,366253071
1248,549,-- ,354760449
1249,803,11113619,3811806180
1250,444,571597,203994999
1251,3676,1772292,836840446
1252,3699,1080240,400573269
1253,1299,1213078,823448908
1254,237,10659754,4951593875
1255,288,7318965,722313532
1256,173,880442,555085477
1257,701,3003487,1123002937
1258,295,1810288,503727375
1259,419,451936,448640273
1260,2,1179190,31904372
1261,628,4409837,1499616019
1262,1325,1762800,952852670
1263,62,930567,382491151
1264,245,11409757,1893133340
1265,12,4585990,2477475081
1266,12,1482606,198493220
1267,136,1247922,150200942
1268,221,-- ,129685279
1269,6513,1703760,904881206
1270,530,3191191,774875695
1271,1777,4836210,2597979588
1272,11182,828671,289874658
1273,38,347489,67986046
1274,22,487254,60906853
1275,99,616510,125670416
1276,2083,4185901,1259443864
1277,393,1994976,905368623
1278,781,5181703,3593162117
1279,576,379968,168335034
1280,205,12369837,1149147282
1281,40,9818513,2854795438
1282,209,11251137,5904552350
1283,31,1997139,536835661
1284,17,5487379,940191676
1285,40872,4393689,1885991223
1286,85,194523,61557179
1287,1915,663354,412336945
1288,2640,-- ,911102373
1289,50,3978658,3385018974
1290,778,30796414,6870520811
1291,61,2483071,1292184440
1292,483,724094,257739936
1293,159,-- ,50903434
1294,138,3764589,2912082188
1295,5,56096,8496
1296,530,1495893,502741829
1297,6251,165823,164856588
1298,4230,4834885,3498365577
1299,25,-- ,48552313
1300,690,1520258,930736981
1301,11897,2221184,1317437992
1302,244,4212422,1595645003
1303,1501,2684650,619348721
1304,87417,3833804,1141128840
1305,952,2789887,1576303270
1306,1522,1537256,974998184
1307,1390,2978955,925243135
1308,475,1525288,1225995975
1309,1055,1010048,1180722188
1310,51,-- ,160020168
1311,2421,4523072,1613191178
1312,158,1343173,621437249
1313,1357,-- ,209025339
1314,38,535380,236608893
1315,1883,2196262,1626681644
1316,620,2640631,601379654
1317,6562,1539122,1249759673
1318,2343,2888952,1108301474
1319,126,7588567,2657108669
1320,1004,2457501,1087249108
1321,2348,1276962,470808169
1322,235,2189629,1607342508
1323,1195,137811,59047522
1324,728,3682697,1187496318
1325,657,-- ,480595157
1326,391,1066409,808468034
1327,54,714188,153329523
1328,12902,4440458,2163185643
1329,1,-- ,131958
1330,187,-- ,103154397
1331,221,1241638,333105995
1332,562,969026,317876412
1333,30,2395157,246277376
1334,348,1830357,363889936
1335,88,2280348,431118496
1336,5181,1392239,3060758208
1337,358,997671,240365487
1338,3691,4053307,1359189838
1339,655,6545942,714963694
1340,2730,-- ,179243201
1341,26,1963452,432371144
1342,1293,3186768,1332653849
1343,325,1423393,384173581
1344,475,2203111,344408373
1345,539,2958244,476370140
1346,1634,4825342,2184752541
1347,1950,1265702,287883460
1348,156,68641,40815903
1349,16519,915316,228982277
1350,33882,4163102,4380447114
1351,14,114244,9495
1352,76,1767919,397961992
1353,136,-- ,433118494
1354,223,3771504,1521992518
1355,367,1952558,670583200
1356,48,1202354,191929839
1357,37,856291,1197527067
1358,53494,2018635,1405218521
1359,1850,8531964,763573299
1360,1234,-- ,2359730559
1361,558,706858,568522550
1362,492,6930368,819192179
1363,545,1909690,694524206
1364,66,3566275,1032028562
1365,2843,3215705,5825849043
1366,657,47920,36206735
1367,135,2027928,632624062
1368,3441,3243808,575570537
1369,3937,892818,420879077
1370,7713,2115930,1170202934
1371,69,641431,122314377
1372,567,1243718,748231361
1373,100,1361377,167841270
1374,3136,-- ,191557950
1375,2860,3225739,4331149495
1376,7125,7202359,1810297231
1377,1245,1364735,1124291156
1378,5760,1586465,394246894
1379,188502,720563,1109957965
1380,270,511224,177363718
1381,423,5574584,477086744
1382,70,3535958,182148592
1383,516,125622,50755209
1384,12003,1149082,1659522122
1385,13,15506,58710406
1386,26,1765403,185298360
1387,15,-- ,62667589
1388,2329,1218000,730909496
1389,32,169977,32524013
1390,1023,1605316,459748920
1391,180,346691,114871583
1392,720,662952,526388977
1393,36,1340682,303603292
1394,43551,-- ,1013065174
1395,60,2368671,894177248
1396,211,955709,397360217
1397,217,4001717,2758246285
1398,779,1766777,1142245127
1399,278,298495,131561538
1400,168,2069455,533503000
1401,458,3568246,2079095197
1402,647,6987276,762450462
1403,342,11715336,4220875406
1404,16,235275,44938860
1405,637,4205816,930054855
1406,157,980156,336144858
1407,277,2391801,1126589074
1408,343,1956107,640855322
1409,35887,2889447,1241736579
1410,13,45793,33357745
1411,5398,1630693,2120449865
1412,873,1526912,601736023
1413,121387,2017921,859483866
1414,798,7198107,750729697
1415,523,1702383,699082886
1416,2627,3949940,2150608967
1417,154,1068571,203828453
1418,914,3406882,1066122287
1419,682,14136558,4894420827
1420,1371,4802483,816275911
1421,121,190001,60713289
1422,179,1311479,1074247695
1423,36,6050979,1422351054
1424,667,1836170,601921316
1425,63,4718895,3464225247
1426,354,1088238,347370859
1427,1116,5269469,2327780806
1428,309,2401704,1618870946
1429,2256,1079611,519736110
1430,1323,1325024,916201067
1431,782,1921212,790374502
1432,8,216849,59310990
1433,128,366480,85954713
1434,430,323758,170952139
1435,220,2637063,688356947
1436,161,2179174,675811948
1437,1697,2577647,3718848349
1438,259,1550806,515529795
1439,33,624083,59964197
1440,106,941230,141619046
1441,1519,1343343,288384131
1442,1383,1981323,1358596595
1443,678,3513030,1061826856
1444,207,1342817,128086641
1445,15,-- ,58752572
1446,200,2469427,914255019
1447,255,1281107,199056596
1448,27,1983899,661738566
1449,270,-- ,288617576
1450,831,982135,515257873
1451,447,-- ,1674927733
1452,602,988941,797011966
1453,455,1046874,369256208
1454,63,1292398,440980625
1455,25,-- ,79414795
1456,4118,2129723,2356720673
1457,499,1017736,560240171
1458,21,805557,131735270
1459,412,3427092,1042736575
1460,806,2734392,1529728429
1461,1847,4565930,3303985862
1462,1802,789277,252285978
1463,4947,5756281,3153143385
1464,78,90150,24762168
1465,97,-- ,313726236
1466,315,1861708,908555930
1467,104,663011,537857722
1468,1022,4576203,846234553
1469,778,2188954,838927856
1470,604,729603,368663660
1471,3601,65995310,18684630003
1472,3473,839315,688061179
1473,244,3025759,1601044814
1474,2502,1144345,611481861
1475,3268,1184778,664552794
1476,129,142516,58893670
1477,1921,2293472,1666304371
1478,360,4644035,1337876967
1479,259,1343883,310257045
1480,460,7090234,1435731933
1481,232,2075952,944834824
1482,1084,1087411,550044639
1483,504,415252,315409060
1484,126,4546676,653337225
1485,1590,1386754,129724059
1486,2863,2515931,855469926
1487,9,85910,27012127
1488,562,-- ,89256157
1489,17,1007128,191254670
1490,4,80521,66750293
1491,46419,1013339,435478046
1492,68,1395713,416795697
1493,68810,2176761,1410477548
1494,366,-- ,542626405
1495,901,795959,399703487
1496,52,963125,638301105
1497,184,1568285,363867757
1498,436,670411,265255467
1499,129,4742093,2708707410
1500,170,-- ,227090419
1501,27,4037690,1260510782
1502,244,4300870,343839616
1503,88,713126,80161302
1504,1109,-- ,396469493
1505,8583,1760600,1921538342
1506,265,910721,423681929
1507,2469,1990073,1130779526
1508,55,502102,196687991
1509,1696,3007986,493779209
1510,915,6513108,1228262505
1511,1473,-- ,100566945
1512,637,689405,353318485
1513,1286,1738105,554731715
1514,78,6139179,723897853
1515,492,-- ,1334167224
1516,25101,1333787,763393831
1517,754,2812994,1575578665
1518,255,2884019,464090974
1519,1712,1563388,1350260390
1520,15,322070,44552021
1521,78042,852952,689365351
1522,434,6668267,6505882342
1523,1917,2785058,836092463
1524,40763,2995772,2516114490
1525,1742,729086,393349296
1526,3124,2597786,2069921703
1527,2298,5956287,3432994097
1528,355,3363922,3297602857
1529,36,762813,190778559
1530,52,1379978,462270676
1531,408,597257,212706766
1532,544,82922,109488889
1533,74,4734192,3012780219
1534,582,2569118,956247971
1535,4129,2278563,1990196213
1536,1312,-- ,572686988
1537,2267,7003498,8619544370
1538,1168,2716765,1957159514
1539,1438,-- ,189258729
1540,107,26061003,275668692
1541,230,864748,157320523
1542,124,1773222,535135139
1543,1350,1906758,1581641136
1544,130,3033493,3070535967
1545,42027,1726552,1131663531
1546,276,1617932,535354342
1547,376,1380835,307140973
1548,312,6979032,1135440729
1549,3,284736,62275671
1550,78,-- ,148781161
1551,84,2444479,586136311
1552,142,1914417,1326886102
1553,1388,3312224,1671895637
1554,346,5565489,1031576046
1555,1117,332987,309918457
1556,14918,1332182,256941268
1557,4155,6737396,5351304371
1558,411,1842960,1763880178
1559,135,1783560,504979598
1560,53,384283,175946180
1561,1359,1631271,1467614051
1562,218,1147499,325817295
1563,8599,3203596,2269196729
1564,2319,1806181,1749462132
1565,136,757487,468228902
1566,121,7650081,4115264804
1567,151597,1706859,712765728
1568,1484,1032686,595115082
1569,248,747280,240717569
1570,13546,2506031,1429180123
1571,300,4568109,2928673186
1572,848,2423804,1805881889
1573,1088,1256545,1667747443
1574,1433,1873878,743127975
1575,122,1018078,359942483
1576,97,301468,28436842
1577,43,1324250,637226709
1578,8055,2534561,1070414960
1579,235,503864,184263596
1580,4180,2960772,883368843
1581,30,1639793,682411740
1582,43468,959473,276064049
1583,407,618860,222444613
1584,101,921738,418585507
1585,145,702841,246877545
1586,757,-- ,121913387
1587,1136,223592,83092718
1588,940,2358605,697450678
1589,257,-- ,24329466
1590,187,415422,247081246
1591,98,-- ,79166460
1592,112,-- ,43456407
1593,87,412358,64048785
1594,135,2179914,467509616
1595,776,275155,108404687
1596,136,2788564,670807104
1597,2370,4801222,2651086038
1598,2060,4230987,2394727608
1599,235,3092597,465088124
1600,1884,4089888,1714361387
1601,39,59438,34537605
1602,1182,7335491,3107986894
1603,7292,2876126,1418540665
1604,203,-- ,172987372
1605,99,1317339,396445858
1606,99,808908,174614923
1607,469,901241,330080326
1608,2324,3541861,1413952715
1609,45,922407,656311203
1610,83,3992172,612452009
1611,341,10025556,1376607004
1612,1262,1966087,917011194
1613,721,1971785,928887396
1614,2077,2118954,1856782092
1615,83,1378098,556647818
1616,1448,11078452,2933271644
1617,908,1037346,304111140
1618,552,1827987,769991029
1619,1235,2273167,1690027375
1620,157,982405,172389864
1621,2989,1265946,943775267
1622,1303,3484354,734608059
1623,430,302719,159655969
1624,388,45432,31458109
1625,17618,4276640,3636488231
1626,311,1707909,543029091
1627,7277,313250,268855018
1628,9568,1290485,497575006
1629,1344,1972788,552503410
1630,1057,2495852,947744970
1631,559,2218212,1058465941
1632,514,5751926,2524795914
1633,233,2592401,657814726
1634,38,655483,79327538
1635,592,1125474,402144532
1636,187,1054890,287940147
1637,723,2136598,775316793
1638,489,63446,138238603
1639,218,1752996,578374251
1640,493,683574,277439694
1641,65,143818,25601499
1642,30404,915574,407149985
1643,145,581055,122638219
1644,2417,10718272,14185582037
1645,47,2247482,1057621242
1646,137,-- ,52872341
1647,36,719811,140198570
1648,2849,-- ,205127464
1649,4386,45298,66861377
1650,141,9461329,5562639871
1651,324,152942,47200809
1652,322,1123295,431925395
1653,140,3344659,2341355534
1654,1164,1576200,477519288
1655,180,512286,152594146
1656,4295,4256912,1159204177
1657,413,4630425,411578130
1658,673,5867668,1070842842
1659,3635,2456049,910076822
1660,719,943475,452043892
1661,110,722063,180466589
1662,9787,1137090,700129920
1663,832,10090271,885145077
1664,1637,2699400,557906361
1665,1005,2215625,1006786274
1666,365,509852,167960749
1667,48538,319155,455433472
1668,2936,18271,67983755
1669,660,3155629,433518677
1670,76,4637967,739087884
1671,5249,970898,476835845
1672,23596,-- ,1800148101
1673,1069,1433565,257228659
1674,23588,2073660,1383947955
1675,390,13676932,3057980145
1676,6474,5947746,1426477659
1677,36,239887,42267265
1678,1820,885521,372804421
1679,48516,898453,294368764
1680,200,1504202,1366807569
1681,116,4090068,1289841608
1682,6926,782692,457705694
1683,144,5573654,427334348
1684,241,1864611,473597788
1685,50,367360,45664161
1686,683,1833426,226114641
1687,2621,976564,496709082
1688,294,2303847,904811881
1689,601,2062324,519477163
1690,347,2652980,926289053
1691,109,517753,92106416
1692,294,471814,205519592
1693,14,1167945,274461988
1694,1724,69107,23150848
1695,904,2109057,1223911603
1696,161245,581582,1048630388
1697,37547,816774,409424537
1698,206,-- ,461666362
1699,170,647430,239043709
1700,4736,1211864,644795263
1701,20,118031,88441193
1702,985,2273304,354198335
1703,435,4784584,1390855431
1704,45,1026798,324889035
1705,322,4712175,1915854909
1706,450,1208069,1444730410
1707,72,527203,124754652
1708,140,-- ,231203946
1709,4087,2326062,1315094092
1710,318,88325,72530720
1711,4328,1583176,785040920
1712,275,1053443,252580086
1713,193,10165068,7396809370
1714,55,924624,589540058
1715,11793,1586613,1606875014
1716,276,8194242,1195875995
1717,1987,2695708,4820922981
1718,845,2007520,953669641
1719,399,787266,162288125
1720,556,2389125,379816486
1721,39,-- ,149522075
1722,2045,2639985,829180154
1723,147,373749,29478827
1724,14328,2413227,1255172556
1725,786,772394,910185222
1726,76,4583041,3336730939
1727,227,-- ,436994549
1728,944,1362634,368563156
1729,285,635559,215744157
1730,273,1253541,171094975
1731,692,2298236,1324363586
1732,2991,4539096,1429680199
1733,39,2013,38763948
1734,413,1455153,1048777855
1735,1218,1283264,1273291907
1736,626,3739482,4189627421
1737,47,414496,282709616
1738,11107,3880265,2619201512
1739,715,2448238,581291174
1740,612,876931,550126403
1741,17,608749,25828777
1742,2867,1663498,926277982
1743,43,8855711,5328137152
1744,191,2285762,645138394
1745,215,1945861,619728684
1746,28825,2113363,711870103
1747,75,499680,145354233
1748,212,39801,22147706
1749,99544,322193,402883303
1750,326,793421,414764587
1751,185,-- ,82967854
1752,5386,404191,341743870
1753,57,3991709,984307410
1754,99,5247356,4422204720
1755,4885,1229226,676998380
1756,82,2205852,830206387
1757,8780,1625808,1998650689
1758,3043,2699793,1222507000
1759,1847,3113635,1773496880
1760,15,611644,161466617
1761,97,2282998,1275767700
1762,7951,1776869,1213479853
1763,690,896418,336175311
1764,306,1266976,935444814
1765,626,378217,222711238
1766,228,893916,203162567
1767,46,-- ,31932333
1768,50,4058450,1639989625
1769,1332,2392878,987468720
1770,553,2077670,1143536114
1771,901,9084570,2127728712
1772,1847,1028609,478101482
1773,3226,1916778,1949370879
1774,120,7344119,1303300481
1775,189,916562,222990000
1776,100,2663893,580359849
1777,160,76054,30405288
1778,721,473195,413137306
1779,331,-- ,250503090
1780,482,1114229,521064459
1781,540,1154761,480196531
1782,1187,1486684,1219938106
1783,12556,1102212,1342234664
1784,2906,1015396,601288805
1785,83,4455889,2551177646
1786,2179,50738,21252582
1787,16487,730477,325671841
1788,44,1830063,64190948
1789,361,8535319,984167321
1790,1210,975770,859445125
1791,11524,2094594,1250830026
1792,643,1179807,563344985
1793,591,9387446,2162794464
1794,484,1250422,219044446
1795,155,3299761,3148815118
1796,279,99049,26962284
1797,231,1450981,81968204
1798,1931,9300204,1113479538
1799,1105,1188633,626347397
1800,435,570427,388726539
1801,83,4978,55581493
1802,1276,-- ,224137730
1803,84,943776,309404592
1804,167,519534,182718436
1805,174,1088071,543508385
1806,7,243029,49021638
1807,41,-- ,74861954
1808,181,767783,515544193
1809,1762,675886,332854478
1810,142,584690,476326791
1811,743,1504831,1079654347
1812,670,273512,148094678
1813,6,1016382,579401
1814,6022,897935,581203676
1815,109,327876,66298038
1816,319,952088,463320052
1817,2287,119514,58350951
1818,945,2073573,1059154845
1819,548,8576955,1547255351
1820,8901,2722256,1446532788
1821,959,3557596,1114084483
1822,2970,875047,261699047
1823,31145,427125,1577230609
1824,54821,1556502,748054958
1825,2652,1178637,951557036
1826,540,82357,22483769
1827,28271,3259014,2949617858
1828,911,1607717,694796148
1829,145,2397765,532023324
1830,44,2369375,349876500
1831,128,3485082,1600231155
1832,2113,6605398,1926644643
1833,1908,984496,879526862
1834,131,2389065,327672376
1835,2475,2587122,1692536672
1836,307,-- ,231484375
1837,1648,469005,211189310
1838,8,1802324,246329400
1839,286,1210568,310067178
1840,6820,1096778,990905518
1841,3068,2379953,2143921128
1842,39175,1730455,459593881
1843,38,469925,88994383
1844,71732,2075344,2415535239
1845,26,500994,83135529
1846,15517,1084609,995005096
1847,4613,1586398,2187048565
1848,2475,2591111,869540039
1849,93,12218000,6904034520
1850,388,6591120,800751403
1851,253,1516114,581927564
1852,122,-- ,62313653
1853,38,4026076,3334952776
1854,1147,1294139,1971544706
1855,117,2057493,183954783
1856,343,8674759,772227617
1857,23124,5942985,1789359132
1858,235,1215694,221620463
1859,277,4206656,4288002050
1860,24,309748,27308922
1861,104,104743,23601496
1862,90,688207,106713403
1863,2799,2304664,1002275909
1864,28738,9729551,4980526055
1865,1281,439443,461059741
1866,1191,5525402,1204063306
1867,1868,6004518,3090616377
1868,24236,930202,671589638
1869,1295,1432031,705510585
1870,37,2466294,1192763424
1871,3768,113265,150886110
1872,5943,1468768,1611754487
1873,191,295652,106809814
1874,9860,1118289,628649917
1875,49,144634,81782371
1876,37,625739,157835775
1877,950,3197747,2310921743
1878,539,1792651,1166436876
1879,999,162291,54727215
1880,289,952033,556721221
1881,3136,1548216,1461083814
1882,5624,9277700,3600840629
1883,22339,1600819,1898973831
1884,5427,2488433,1251385683
1885,133,1264708,65749767
1886,322,9043283,1108469877
1887,227,1026010,307448826
1888,72,484034,165160526
1889,200928,1809240,1477119313
1890,1766,-- ,174670959
1891,92,421546,117108593
1892,289,3277492,495079530
1893,802,9029906,2422376846
1894,186,615021,347183214
1895,761,603309,257396918
1896,46,1345048,91588310
1897,235,2420093,370571408
1898,435,3672192,542082258
1899,57,2501374,1190696165
1900,54,847108,392451947
1901,326,713359,402909785
1902,43,-- ,147332705
1903,382,1260112,688481697
1904,1435,1061801,391218231
1905,228,1791297,412928327
1906,1031,2591577,576638379
1907,5907,914745,478520223
1908,838,333336,398912987
1909,316,2715500,827904847
1910,880,4706104,1050074017
1911,679,3533922,455956667
1912,79,19552,24138430
1913,1094,1902419,602739261
1914,2395,595050,556028967
1915,1380,891979,492459986
1916,316,2502411,517801971
1917,265,10579031,1872672067
1918,1331,10016430,1954647208
1919,583,179233,73664398
1920,4376,5165839,1388482326
1921,196,889995,317013534
1922,324,1190567,359378079
1923,7226,2473965,1344803190
1924,22,2690287,799696178
1925,3101,1516582,1059761227
1926,6,-- ,58334990
1927,108,260304,21246302
1928,138,604522,251829616
1929,67,246470,104893576
1930,28132,1996692,803279243
1931,16,-- ,120364059
1932,12095,2212189,1332018604
1933,9197,386274,449489200
1934,2076,1160724,1061864818
1935,634,491891,262150419
1936,1131,283974,167912396
1937,35,1363909,867703946
1938,1275,2080731,1925551955
1939,568,4047841,893665393
1940,273,930837,521489125
1941,61,-- ,134636371
1942,701,7346522,1191388695
1943,349,31332790,2574018722
1944,190,831187,214491599
1945,87,96285,78164491
1946,17,2361153,569851197
1947,173,854274,802867130
1948,2910,734784,225061336
1949,12510,986200,1157329445
1950,1099,1773601,174651246
1951,116,1231479,371034126
1952,357,3725266,186096070
1953,235,1589763,421090657
1954,121,246631,69393596
1955,72,12711,613379396
1956,67,-- ,44063771
1957,725,2384271,854748345
1958,231,7526004,857911486
1959,10,701976,719591157
1960,377,648951,209006274
1961,35,3730269,2505457709
1962,94,-- ,197914812
1963,129,1401142,1206784421
1964,711,1000732,942908463
1965,475,1166150,455023697
1966,208,2738745,1613586939
1967,1801,2839020,458626808
1968,774,-- ,174553346
1969,605,2330795,991468240
1970,31,226303,38568475
1971,1725,2130839,961616516
1972,273,369036,120761340
1973,449,1972515,500099891
1974,5653,5483284,1400838030
1975,36,3201317,1186348284
1976,437,2493631,1468087198
1977,87,89360,23182446
1978,1494,527940,329101053
1979,6148,1469586,641871894
1980,509,3744139,4544405185
1981,2999,6585445,1340960733
1982,987,1843270,722689202
1983,144,529439,250218672
1984,1035,16079323,2512967904
1985,2748,2374116,834023903
1986,65,6771155,3576006435
1987,497,1624513,700000695
1988,1369,656047,246892237
1989,28,1165805,218921145
1990,9463,875973,792179118
1991,115,2726029,2445278967
1992,1201,2142162,809329458
1993,33,86683,19703310
1994,10309,670144,475746475
1995,119,446999,142279967
1996,281,5269803,574998141
1997,78,1227432,370211442
1998,1560,11157119,2494658095
1999,268,8789992,1395979116
2000,162,17951538,4728194776
2001,121,11911566,739812571
2002,147,586968,229970070
2003,364,1031647,1295561334
2004,467,3932663,2201503834
2005,56,597597,64286627
2006,700,1908802,1278241653
2007,571,550632,794144543
2008,1085,5994199,1960523399
2009,277,1112395,127659516
2010,31,1765908,403999935
2011,873,2632490,1414504580
2012,473,3391947,599599269
2013,52,3620635,836086575
2014,399,-- ,164591054
2015,12755,2504732,1735318031
2016,148,16015445,1822797538
2017,43,6488771,2363345307
2018,51,-- ,68342968
2019,348,319110,168326149
2020,466,820317,431431044
2021,1350,4118649,810901750
2022,454,516867,321898524
2023,127,6497711,3121146533
2024,620,6872358,828779300
2025,27,-- ,42726677
2026,100,4099544,1931895353
2027,234,12925023,1496306140
2028,501,1607289,835936722
2029,5439,16735,19458598
2030,1108,1318444,205949046
2031,332,1300755,1264306941
2032,1456,6074186,1457929874
2033,2438,6761228,3441670583
2034,434,2536554,611782633
2035,1223,1841044,456874310
2036,829,38456,51086047
2037,328,528969,801538131
2038,143,873217,195054848
2039,50924,2860343,1411793784
2040,317,2301079,433165999
2041,141,943408,753287629
2042,161,514130,173259391
2043,1541,673261,401453542
2044,4493,1432258,851373637
2045,102344,1136547,767612793
2046,22,794799,181662848
2047,462,767321,278973337
2048,380,1779397,713393817
2049,54,2947373,2079903525
2050,116,885500,50200959
2051,13165,1183004,660989752
2052,97,78380,156384924
2053,346,1047248,503724643
2054,6906,2369246,676834824
2055,2,817020,258897325
2056,8,60721,19626116
2057,65,515379,809967313
2058,61,1958161,1742983289
2059,9,17882,19415310
2060,69,194703,86434860
2061,296,1934804,847511564
2062,541,2408837,430241683
2063,364,504376,300626089
2064,144,5436273,347705146
2065,2936,-- ,243626688
2066,141,15520551,3436582892
2067,639,2247670,731782797
2068,389,2712992,392180101
2069,2846,611182,622423922
2070,134,2005187,1011196359
2071,205,1905890,613221047
2072,3323,627126,388485071
2073,1000,1105151,1020123871
2074,506,1812536,830782676
2075,1532,14872281,4797790703
2076,11,198381,605663113
2077,27,318576,109708405
2078,1593,4780519,1207595324
2079,385,6014311,408088765
2080,5,71335,22253484
2081,164,1325186,306926350
2082,190,289093,97520864
2083,404,1860908,371816974
2084,1779,-- ,204570844
2085,187,496409,81659419
2086,777,1124962,971351788
2087,1687,2213948,1259930126
2088,1088,1185487,630117939
2089,22800,1512995,563515050
2090,1055,2236377,748698606
2091,310,2560517,838197262
2092,56185,1909901,1002985721
2093,816,1200395,801043357
2094,212,6638198,926951542
2095,630,814708,254783784
2096,34,1886069,553005700
2097,1708,772545,666647971
2098,2735,609021,703996519
2099,37,464301,64297307
2100,118,199774,37595250
2101,724,10016304,1900795809
2102,5830,1807479,934283027
2103,952,745228,608173901
2104,98,-- ,19303260
2105,221,-- ,164766145
2106,40,4041,20092029
2107,629,427329,456070963
2108,13232,1753591,1365621693
2109,181,134362,29507529
2110,287,229243,127590620
2111,97,799117,383666047
2112,968,1681118,373216150
2113,42,3222906,1844828544
2114,239,376528,149830231
2115,295,658630,192981860
2116,3004,1172053,991343065
2117,101,1190149,245474135
