Rank,Video Uploads,Subscribers,Video views
2118,139,1062166,212660577
2119,254,-- ,178563152
2120,5728,3355274,1426516928
2121,107,164161,243304949
2122,1667,1456947,439207737
2123,60,1278999,441980601
2124,97,173852,46537041
2125,181,2057903,1946356419
2126,140,-- ,173425136
2127,579,2707913,582516678
2128,515,88797,28734331
2129,6806,602313,285310033
2130,654,2470461,1465474148
2131,88,10449981,5372162435
2132,3808,458984,297742448
2133,50,1545572,1691155661
2134,440,1598969,551651259
2135,773,476675,75665044
2136,1207,1446322,300094929
2137,836,831172,639512596
2138,55,4095226,3829244190
2139,614,503506,277203266
2140,732,-- ,134443753
2141,157,1004048,49535486
2142,123,539817,281582684
2143,1038,3617190,1071345836
2144,56572,2056067,671293028
2145,233,3487386,377556726
2146,656,2133082,827276508
2147,438,4449730,822162724
2148,267,731823,236287151
2149,352,102437,32572336
2150,866,144704,59526636
2151,56,6544133,2150673018
2152,1277,811574,347952123
2153,1342,2864770,3254868978
2154,892,-- ,892942166
2155,2042,3119290,504442192
2156,750,7577261,2308331601
2157,606,2436935,2330775125
2158,148,312694,89307561
2159,855,300097,176353663
2160,207,801950,280962270
2161,59,131339,39498033
2162,1387,106427,47708542
2163,276,449592,261168332
2164,682,-- ,3073335224
2165,693,4913845,6005386413
2166,777,3427430,666704038
2167,1502,1036105,374495181
2168,220,1780035,549341523
2169,1629,1101973,770835230
2170,837,1518203,1209920890
2171,301,1299759,338486903
2172,13966,3554642,2177782042
2173,71,286210,22322515
2174,146,778103,58327604
2175,45,3988272,1040557071
2176,165,4321095,1537024872
2177,247,2095918,1011971334
2178,586,1711020,201185174
2179,214,669254,247211485
2180,135,944500,261748397
2181,84,1708507,206270872
2182,655,-- ,562403527
2183,131,1437421,555394769
2184,519,1499891,924786130
2185,26,-- ,18582815
2186,4513,2964646,1730856803
2187,352,838076,163020570
2188,50,-- ,145070929
2189,401,1755629,523146930
2190,204,57689,202036224
2191,20,1719118,33761936
2192,617,213593,326833922
2193,692,34268,21207651
2194,740,210159,80060448
2195,294,-- ,1819532983
2196,934,3793441,2187502441
2197,462,380131,168834205
2198,425,3005990,403188170
2199,507,1885403,345514402
2200,97,4554455,2442007348
2201,332,680209,277105611
2202,8020,400296,309222151
2203,18926,1526658,616482628
2204,1189,1911948,1095218977
2205,223,3786910,1725919553
2206,279,2655253,342536033
2207,163,2766521,527831612
2208,248,-- ,485304273
2209,59,2195709,677987155
2210,413,608286,285660457
2211,159,453095,154227559
2212,83475,1783317,1107911197
2213,7887,9564018,5626333315
2214,9649,826233,679391104
2215,2283,1874246,1228989457
2216,1547,1559746,350567033
2217,1705,1283754,1769901171
2218,741,3179373,1976771553
2219,264,-- ,320051089
2220,787,366890,142312979
2221,853,3144981,752196706
2222,93,299807,281159469
2223,298,1651120,188344938
2224,335521,1418619,1565758044
2225,2691,1085332,713750794
2226,1330,484320,511156308
2227,390,1990667,1390549999
2228,351,1122315,484702132
2229,573,618640,142286485
2230,470,11118513,1748606843
2231,257,1288985,253057622
2232,1090,1853818,361226178
2233,208,626272,210135278
2234,100,592161,98370843
2235,564,605028,257790769
2236,195,-- ,332399181
2237,790,461754,522242168
2238,685,1496489,754979965
2239,105,30470865,289161755
2240,1171,2080147,2196944144
2241,1547,844122,402350548
2242,3806,1988363,1748135261
2243,13068,1055020,472120031
2244,137,3374658,373692097
2245,124,2063477,535737048
2246,9444,704253,566793507
2247,46,22728,127761327
2248,99,1377325,994189182
2249,7,216977,71269705
2250,60814,665260,414068035
2251,272,1616266,597766189
2252,561,989399,217558432
2253,751,1216520,882879865
2254,465,252827,308841634
2255,102,1185106,145387219
2256,1753,-- ,3314535704
2257,1238,706774,455244290
2258,104,9134828,1562751756
2259,7304,1056466,303014861
2260,3036,1843358,1071356232
2261,660,1428406,1034325541
2262,188,646575,442627256
2263,8295,952829,808718391
2264,469,-- ,108768129
2265,51,633044,454640511
2266,2,121251,24784400
2267,64200,913362,762966229
2268,27,3574514,109434537
2269,184,1498139,231538330
2270,140,-- ,123610096
2271,218,3032226,773085720
2272,13014,312970,431831160
2273,263,4743049,926789097
2274,27,-- ,25735193
2275,335,137153,174381275
2276,165,12156723,4193478206
2277,394,749767,158951450
2278,5190,1178821,346815194
2279,113,1274742,1506035575
2280,246,1093911,310404564
2281,1513,-- ,291731629
2282,2060,1320569,563969155
2283,788,1209800,575685381
2284,808,433040,429919794
2285,255,136640,89947468
2286,3102,2280345,717505576
2287,11897,1746913,614614583
2288,30,471,17868274
2289,310,1817965,467096419
2290,685,1731335,684097169
2291,52,-- ,49076501
2292,917,1516778,922040851
2293,766,9629493,1774335743
2294,228,523349,248858675
2295,352,-- ,206198480
2296,109,735525,573020693
2297,2280,3154499,2362867834
2298,159,-- ,137978782
2299,2,204062,128950425
2300,170,717374,223185766
2301,52,624538,176899574
2302,180,2115013,661179935
2303,320,1239704,333294998
2304,2833,2103479,1062525032
2305,20,2260257,42876002
2306,590,4404823,1048127463
2307,307,3985143,2239261807
2308,1992,2460109,1248391319
2309,84,361481,82814643
2310,210,1224645,236149263
2311,235,1185375,407413227
2312,1979,1163753,690162807
2313,105,1376853,452116425
2314,23680,322974,207663937
2315,178,1381051,1343885767
2316,3177,-- ,88212787
2317,50,-- ,188691028
2318,1104,357619,201669027
2319,694,-- ,169762888
2320,1082,453354,76747088
2321,1227,1531562,1604924117
2322,72,172802,46748256
2323,459,-- ,193186322
2324,--,12275,17897584
2325,431,12727,72234937
2326,1559,3233617,2531207220
2327,480,774778,344889412
2328,338,402329,339007000
2329,175,280801,96677230
2330,884,705226,413093510
2331,9778,973532,798154888
2332,2922,2105063,589040788
2333,681,1031095,445688688
2334,157,203493,130292239
2335,496,2398247,824482281
2336,80,2644778,2468241402
2337,1387,1287215,718272351
2338,492,-- ,180414533
2339,31,-- ,23149284
2340,2363,372111,268792715
2341,105,33800,17985431
2342,54,944661,921629675
2343,8667,893291,785068489
2344,64,3658816,354752300
2345,419,100418,47481842
2346,8553,2713479,1976672618
2347,13869,3216348,1155073793
2348,75,6972498,3643059946
2349,2205,-- ,263132213
2350,4804,-- ,255177474
2351,734,4492374,2654341325
2352,483,1611223,343519058
2353,98,-- ,36682762
2354,1469,4713062,1609966933
2355,21,826784,181921912
2356,1386,3212348,1366889479
2357,3751,5153719,1865942249
2358,3231,-- ,284249068
2359,602,4960723,1751356117
2360,340,5554740,850274985
2361,87,2628932,1840878473
2362,1946,1043243,370338467
2363,88,379807,64232500
2364,37,1687547,467273212
2365,8,61700,18238735
2366,877,1140193,716250940
2367,3748,2747227,662810944
2368,18,-- ,46473432
2369,788,3375109,506915474
2370,39,731050,601956374
2371,1289,38287,8387708
2372,104,727449,176180708
2373,329,1031152,411467694
2374,68,6751009,1799399336
2375,1454,2441631,1829044618
2376,965,3407053,1259920481
2377,761,-- ,129640540
2378,462,970539,548031332
2379,255,8228103,2487310777
2380,242,2340495,530462795
2381,1155,4998369,897660816
2382,1177,1350100,710399715
2383,59,3757189,277872732
2384,57,1694551,756045807
2385,306,510288,230953609
2386,1599,900633,415267166
2387,857,5354895,1396420148
2388,11,3660087,1452633458
2389,8052,3171986,3522077192
2390,24,6790683,2355508909
2391,3181,261395,38544858
2392,708,1801503,802628904
2393,98,2101023,291283763
2394,66,1161269,852631830
2395,70,25591,19109227
2396,5098,1073226,1913175325
2397,550,414293,116142323
2398,224,410311,95390623
2399,845,1909809,175327178
2400,1111,386420,85820244
2401,71,246848,71889088
2402,1041,1892917,3004056378
2403,96,164338,22570789
2404,1081,-- ,767152131
2405,1,23499,75
2406,992,1952314,318055764
2407,404,202577,139732233
2408,112,-- ,37933467
2409,6868,2459628,1683209309
2410,738,768227,606639918
2411,780,1450109,455855878
2412,125,1277957,118880839
2413,30,-- ,171378237
2414,160,802459,262534769
2415,84,-- ,148396490
2416,783,1310250,266078299
2417,5826,175195,87255335
2418,6287,753385,582014487
2419,150,76565,51486662
2420,172,409579,147011784
2421,1128,1327599,998873012
2422,660,8131674,2487308976
2423,781,535593,234506521
2424,20,1478953,43406804
2425,284,1957170,743709946
2426,104,27884,18844031
2427,32535,3525843,2000234504
2428,388,422663,154687952
2429,1796,972984,241922757
2430,243,-- ,257064137
2431,777,394769,248518525
2432,126,883961,435480456
2433,3325,1642846,1482897424
2434,432,649535,355053626
2435,38396,1559966,369062728
2436,1711,648487,411042613
2437,257,314095,240689379
2438,2782,2204795,488558005
2439,780,969749,403838551
2440,119,750705,218970574
2441,361,7133138,762656006
2442,355,-- ,364470227
2443,64,1013505,232519091
2444,1401,5788897,570168157
2445,473,938803,67083324
2446,2466,1109482,421976538
2447,36,1021043,1352702226
2448,299,795765,470836949
2449,118,1055997,421887922
2450,2041,431965,453406331
2451,778,4018682,387874319
2452,273,549863,142916622
2453,236,591556,215841207
2454,82,1360453,864559462
2455,99,12049,48068091
2456,951,602114,276028031
2457,220,408729,231709982
2458,248,296579,155597243
2459,1992,1127043,588627903
2460,196,449469,222758042
2461,46566,1394051,2304243251
2462,273,855876,407824674
2463,301,3800241,1177221724
2464,909,7073141,1222002200
2465,173,1624785,465374354
2466,3397,1073744,629743269
2467,1478,3896149,1951728849
2468,405,1303173,882081282
2469,202,6994479,677220640
2470,70,-- ,220328473
2471,26,6427,44608358
2472,20,241131,59519171
2473,51490,460369,884015918
2474,214,2228374,1287724532
2475,101,4585822,845367333
2476,252,978506,741476286
2477,332,722618,235586165
2478,986,1742520,797654393
2479,78,140871,42986202
2480,544,257306,132491128
2481,177,280934,79204643
2482,1351,1775888,990587910
2483,9,139528,49602203
2484,32,11760,48988405
2485,538,4211124,782006061
2486,1647,1159193,860083329
2487,56,18327,24730481
2488,81888,1122335,709923922
2489,75,5473320,640792274
2490,3558,3710498,1322881853
2491,35,2584990,704235170
2492,106,45371,24162152
2493,74,3227522,865829061
2494,287,410252,398994174
2495,651,1364627,579821560
2496,718,1524368,590058505
2497,425,1636637,512807325
2498,1276,3297749,626616696
2499,273,1674277,1116012715
2500,277,682644,389312359
2501,20,850729,112698488
2502,36,1774651,1050234847
2503,163,3411,17772160
2504,70,1166376,1130796654
2505,3909,3438920,1560896807
2506,319,688334,279144668
2507,3397,2671489,859489926
2508,194,687897,452314225
2509,327,962043,248510094
2510,970,1956135,719224437
2511,227,338699,263050055
2512,1285,1234198,477632188
2513,109,1435212,283321055
2514,57,3242097,651594176
2515,339,3044354,1155989364
2516,304,3517889,2188209373
2517,174,16734,100964164
2518,27,355193,385184221
2519,922,718376,163706056
2520,9501,7421086,1900082551
2521,589,2281725,700980271
2522,201,1165378,331515263
2523,554,699230,340593577
2524,3331,1111881,967535091
2525,57,4645932,752223014
2526,1319,5284376,1055113962
2527,239,593945,283617047
2528,1273,896086,1410771888
2529,143,3020821,1422574029
2530,1483,417454,239755419
2531,378,2836403,892255099
2532,252,1244631,520023902
2533,565,1359290,564665738
2534,50,3390184,1741103915
2535,2679,463537,627218840
2536,1026,3570557,972623928
2537,103,1167780,319263413
2538,6014,1147706,944088350
2539,242,377934,204396622
2540,68,3030945,271839806
2541,398,819989,706696370
2542,267,6995220,1008463227
2543,50,5708564,2982265745
2544,150,3849909,373728676
2545,1144,654270,544099971
2546,518,-- ,658032030
2547,921,4512030,1022249703
2548,6329,401418,767554206
2549,34,128119,72790063
2550,255,3425589,2524775184
2551,20,2392322,1642039692
2552,140,925932,226466497
2553,171,47669,62744993
2554,49,533766,478250355
2555,5606,377764,153561923
2556,2174,2089792,1314546087
2557,34,665314,149796926
2558,2150,-- ,128464373
2559,2156,1368129,451805606
2560,926,-- ,93439658
2561,66,3959434,928094173
2562,803,627249,370454124
2563,31,29274,49682466
2564,263,747854,213721463
2565,47,-- ,96297856
2566,6181,846898,482057974
2567,2689,777047,1033615783
2568,867,498428,296096485
2569,1291,4990306,668339486
2570,3022,762502,885572764
2571,766,-- ,49355044
2572,506,1813224,284592198
2573,2,1280,19339793
2574,404,1057668,251540695
2575,334,1417964,654684682
2576,79,290582,68824165
2577,138,2587816,332479259
2578,1861,-- ,207636228
2579,395,-- ,193657699
2580,220,3213414,446468936
2581,1063,1532886,675832044
2582,64,2781631,603986750
2583,3788,1274324,504938340
2584,6213,2292956,1710512922
2585,97,8145497,4355601745
2586,87296,1192744,1954751427
2587,245,595088,762590058
2588,8926,2653093,1282331963
2589,2562,3220720,1522609687
2590,887,1700929,534792697
2591,21,3334658,41879154
2592,416,18525371,2824854098
2593,90,2000468,1888207077
2594,601,601106,210416096
2595,67,511668,182784900
2596,1016,467977,417977130
2597,239,1120124,316905147
2598,148,897418,299643846
2599,61,-- ,31855032
2600,664,2027247,1078482372
2601,187,1979324,971489630
2602,163,936623,447926342
2603,1053,4202667,1699832633
2604,472,1223008,694411843
2605,409,391691,162681870
2606,83,7262763,3448693882
2607,333,7824681,1824583967
2608,1033,2981658,885722386
2609,66,1223880,295322282
2610,219,1793617,555488756
2611,634,684866,355460418
2612,628,1241321,478571271
2613,664,5333644,2074988692
2614,41,755907,86410426
2615,1915,2235636,311951036
2616,124,571256,218917495
2617,677,1766117,353731946
2618,28,1484286,1122176667
2619,6597,2532602,1253577226
2620,257,-- ,165924291
2621,85,4134570,2533614944
2622,801,1378470,1861790005
2623,175,771661,289541828
2624,311,1247825,1060552992
2625,59,223588,21616196
2626,86158,1440648,530150556
2627,589,675261,241022759
2628,376,6082405,1027706062
2629,26,815968,242251466
2630,39,113578,255295357
2631,2348,6293640,2441804884
2632,183,-- ,147571155
2633,196,2709282,625181556
2634,7886,394288,354075716
2635,227,2304873,407608508
2636,145,983707,891000939
2637,5424,745770,290857749
2638,611,153257,162896539
2639,368,1095018,406762051
2640,764,8128044,1631818535
2641,629,2847043,352301567
2642,30,3419984,2761335456
2643,240,1282009,445889862
2644,82,303668,51807253
2645,25,585054,272898969
2646,58,1881497,287171421
2647,9833,908518,748167197
2648,9112,3462611,1240578191
2649,16,3395,32807135
2650,178,4096388,1675742843
2651,60,224490,17466817
2652,4,597625,559884173
2653,401,631831,444058873
2654,111,119272,172266742
2655,8,91732,69207181
2656,430,1706244,309258705
2657,589,613540,289511654
2658,63,1043566,405639578
2659,517,3697293,350134603
2660,18,90847,187402142
2661,429,69621,16000996
2662,7881,1843131,1584951345
2663,1816,1818275,664835401
2664,16,-- ,60135305
2665,361,3147897,717338004
2666,559,783524,260315353
2667,202,3938269,950694569
2668,57270,1445044,1107593939
2669,930,1283286,1210915528
2670,300,1302843,504483414
2671,389,81689,29604235
2672,1939,1808895,1622755846
2673,28,465581,85280678
2674,490,1059810,672921624
2675,1887,4853178,4578123044
2676,99,63848,19255045
2677,208,785365,207954560
2678,356,2742241,523546651
2679,35,328377,41319558
2680,59,236014,80345667
2681,52,4794644,792082916
2682,720,621459,279773481
2683,6,140009,66004790
2684,84,1330737,175765889
2685,36,487779,76252348
2686,278,2205333,911602658
2687,2874,-- ,18594566
2688,926,3112638,425680321
2689,2266,572506,270741926
2690,1544,397141,251853154
2691,915,966795,1045012657
2692,111,538859,402796474
2693,273,2420738,374238915
2694,39,6065074,2371140610
2695,37314,818809,295161533
2696,679,2408491,673204380
2697,4751,2019713,756026884
2698,1791,1848078,1232414730
2699,1906,26148,22949684
2700,27,519478,124226304
2701,395,6795466,824934195
2702,4064,-- ,164077851
2703,30272,1351336,669808152
2704,1284,4619154,1122878059
2705,207,14280,192772568
2706,343,21236600,3866472711
2707,153,-- ,66208731
2708,1016,3593188,2199617230
2709,981,2256639,467242974
2710,1842,3721550,1448895028
2711,193,170335,63251474
2712,1317,1708062,601556169
2713,21,-- ,37865241
2714,92,-- ,121298233
2715,156,70979,21367745
2716,541,573245,178757030
2717,1174,1216196,340651914
2718,314,1424137,393517021
2719,603,607936,332957662
2720,2084,2591899,1320330267
2721,831,713896,197029536
2722,111,66270,20768104
2723,370,145418,77757397
2724,117,1122835,1311308610
2725,769,1158939,359293183
2726,7436,1629930,1044777258
2727,214,330878,178619929
2728,606,152848,83019426
2729,178,995155,340884111
2730,373,1725336,1286091749
2731,1369,1199160,1785335503
2732,766,364629,125163380
2733,1179,757946,245083066
2734,350,260096,17138261
2735,1941,4289062,1241250859
2736,2254,-- ,72043355
2737,332,11283,16169415
2738,755,4640761,1043800875
2739,806,604544,185835823
2740,1692,6530508,1266676391
2741,841,2297233,863947524
2742,399,-- ,236899101
2743,599,481056,133002844
2744,3328,3410335,854420068
2745,484,985991,316827389
2746,307,561805,377697515
2747,1356,5718337,1843893788
2748,32,120463,17357874
2749,27,963209,148601406
2750,6081,1482990,580659676
2751,416,-- ,15831479
2752,2775,2747999,1251947588
2753,1769,1647344,1483377635
2754,658,212304,172640324
2755,756,2527487,522815132
2756,95,-- ,24670331
2757,124,831504,419601393
2758,434,2421473,970734163
2759,809,2067452,807229875
2760,157,1042945,133913976
2761,231,95109,20622828
2762,104,422665,377845171
2763,72,2619115,2100747662
2764,248,3788713,532028404
2765,739,-- ,143002603
2766,915,228405,199967762
2767,727,1533323,553785613
2768,887,696649,648403407
2769,9383,334603,383964260
2770,681,2194042,612457297
2771,2077,1609446,887853271
2772,1524,1375864,521645637
2773,1607,1268676,1293103265
2774,176,138910,43330939
2775,2600,181981,20694946
2776,171,1551583,194057658
2777,1139,3473378,750717334
2778,284,632278,230379119
2779,2717,312492,206106914
2780,5163,1245242,706348496
2781,1912,866322,651930612
2782,3109,3711154,1195339448
2783,2121,3198799,1157420399
2784,7198,4920648,1636013318
2785,299,-- ,15369475
2786,219,2285062,440865115
2787,46101,2043430,584108770
2788,1112,1016893,728101565
2789,241,328892,175737200
2790,9474,883658,556505516
2791,188,2595565,381671209
2792,532,1043237,492111885
2793,541,-- ,159143613
2794,373,66580,121070098
2795,449,332705,83319584
2796,344,1128207,758660731
2797,3071,414672,200203819
2798,3283,1316176,1815444027
2799,509,1163019,309475841
2800,480,1037533,469747260
2801,1713,1388315,488586925
2802,3220,952919,238349185
2803,54,3687752,875902643
2804,842,1491745,701053782
2805,515,1409465,1916809335
2806,61,-- ,40520990
2807,749,1670533,552850162
2808,1191,1326246,1531692758
2809,47,-- ,30793296
2810,2356,980627,618123207
2811,263,-- ,53383838
2812,3029,6096606,6841746256
2813,373,2132700,328927067
2814,156,1898137,630891285
2815,19,1119727,195288594
2816,59,-- ,15269015
2817,88,25588,114227522
2818,2603,373099,701132737
2819,3026,2385669,1889800947
2820,23695,1184800,735240189
2821,1362,1149224,782214764
2822,495,2128433,643588447
2823,1746,1895826,410280891
2824,412,-- ,157194838
2825,293,5725806,626439291
2826,123,606999,79682716
2827,407,34886,122297311
2828,1792,8630366,2226884061
2829,12282,808851,706168952
2830,53,1554603,784960469
2831,1115,584405,478881766
2832,872,132745,283244686
2833,214,480972,130870127
2834,2245,4020103,1243004812
2835,292,-- ,97671397
2836,67,933509,160417082
2837,509,1084644,387816147
2838,1021,1093363,499854957
2839,61,1346084,298668942
2840,4723,1140055,448774605
2841,425,902212,246157102
2842,807,1099894,260203013
2843,1040,-- ,243112209
2844,25306,927801,589415282
2845,1785,2896319,501256772
2846,1586,993311,413737872
2847,1737,561393,373183309
2848,565,3157733,333822413
2849,9806,1688479,836314765
2850,438,30803,25233958
2851,220,92158,25518263
2852,1048,4374183,1848488915
2853,10,-- ,62672045
2854,453,1434560,483736844
2855,13398,631145,199048417
2856,1261,5221177,621282327
2857,679,1892270,552027053
2858,30,3235010,1047216105
2859,119,384230,181489130
2860,2063,959906,882755302
2861,222,875740,352399718
2862,120,1322374,98198564
2863,164,48824,15091670
2864,22,3898417,1443125038
2865,11865,1660291,728973384
2866,6008,6577972,2296550787
2867,1636,1110501,336010778
2868,596,2022493,398698323
2869,19,834244,573934391
2870,94,1188186,720227221
2871,2831,1382501,445750626
2872,806,983067,690866722
2873,665,941778,570895687
2874,231,457917,293364115
2875,661,1807103,614319808
2876,338,384124,163219991
2877,1122,1167302,671927572
2878,1094,3022843,503327290
2879,6507,7642861,1985654311
2880,3186,1259348,1142337606
2881,537,162364,55689423
2882,1062,174289,54920307
2883,23,281498,79308208
2884,894,-- ,51439606
2885,1528,1066867,275687071
2886,36,461854,89146029
2887,40,985998,1092527767
2888,2155,-- ,138888436
2889,30,128949,28112087
2890,284,576143,658088531
2891,78,2950056,1223393247
2892,1798,1771351,453997269
2893,3456,5198225,1107406426
2894,3139,3199030,868144210
2895,197,1317913,467255971
2896,259,347167,237532680
2897,69843,1071589,418132080
2898,468,523913,52949803
2899,69,120125,27437812
2900,67,3220152,99124130
2901,143,3531429,381882756
2902,69,462853,81697942
2903,474,691078,421290338
2904,707,1559949,440314641
2905,69450,2488785,1185616288
2906,1249,936861,700117837
2907,20417,286258,543396771
2908,201,153330,77042201
2909,29,310120,161459246
2910,194,1882776,204538656
2911,47317,787818,432842174
2912,4786,1394020,953061574
2913,1517,956274,270795642
2914,1855,2081967,2316867913
2915,335,1547654,312149447
2916,10467,461572,218132097
2917,1424,398891,255973881
2918,407,388813,106195817
2919,961,10316468,2363070345
2920,31,67777,7413067
2921,98,2574767,272369803
2922,744,934292,408303091
2923,462,1688194,334481262
2924,3403,1406402,427727822
2925,327,-- ,227803255
2926,59,6058500,2871118128
2927,727,1966781,1077740952
2928,48139,1711007,772424547
2929,699,522431,112741497
2930,4,59912,14924517
2931,1651,330808,171631308
2932,192,1585237,399828545
2933,1603,4549074,1094651891
2934,49,212770,33330531
2935,1799,8322407,2056689077
2936,1059,2039358,2043682056
2937,130,191477,92447650
2938,1990,-- ,156664279
2939,2271,-- ,157915149
2940,306,899823,405697394
2941,207,242635,84041146
2942,835,43554,23519342
2943,147,594250,188357564
2944,16,51071,26969579
2945,32,709516,171280378
2946,231,1447912,406464424
2947,452,165419,58977303
2948,1651,1532976,1067408901
2949,668,988733,117899911
2950,2339,1285345,501342602
2951,105,300265,161423341
2952,91,2504451,1533049314
2953,902,2786508,740500603
2954,62969,463879,617815248
2955,655,-- ,482663453
2956,30735,2835452,659284535
2957,267649,1434206,1329206392
2958,135,429361,96827542
2959,95,2379431,472598607
2960,3,739567,57853099
2961,1920,-- ,70196251
2962,123,538420,247461127
2963,311,1114429,228312377
2964,1067,811457,368826750
2965,1603,461268,249364334
2966,67508,596530,468517987
2967,71,-- ,110841114
2968,906,467829,55404821
2969,237,1350672,241777799
2970,76,2340222,1125462303
2971,923,2882303,605817991
2972,809,456523,257999396
2973,23,48687,74014
2974,129,2305859,211241208
2975,200,4062194,617193410
2976,68,1696973,452698164
2977,752,412114,238560407
2978,542,168297,57946357
2979,7,1396136,291164795
2980,22,2951209,2061990370
2981,140,736388,352087768
2982,984,386904,116485462
2983,235,1322915,716549011
2984,3357,2525853,1144101837
2985,364,929669,516927832
2986,3292,-- ,332034634
2987,833,2248312,1313195210
2988,748,1803752,330946680
2989,309,518070,215703795
2990,1665,839585,509843395
2991,324,795055,309969321
2992,679,1338088,446191063
2993,145,-- ,64705162
2994,274,1405209,251327239
2995,93,415809,189918112
2996,486,889638,740561742
2997,1192,4984059,562344733
2998,1843,2955245,625289467
2999,574,764461,962652674
3000,1029,1644947,494159147
3001,129,786179,85923477
3002,501,668762,139062900
3003,119,6035710,628697520
3004,42,447229,3662626
3005,4451,678005,582003124
3006,19,2890545,51304190
3007,152,3766806,466757682
3008,311,388296,206224146
3009,18,421029,111622396
3010,575,618107,201378522
3011,662,76463,32136363
3012,205,775362,253556555
3013,743,716380,309166764
3014,4533,509945,559965240
3015,72,853443,432664352
3016,88,2335195,1281525208
3017,921,1262246,270580351
3018,1155,1892929,482374063
3019,9711,1795366,475930902
3020,1906,813073,672733411
3021,254,1850159,629437468
3022,283,425612,204654919
3023,1484,7391895,1073032122
3024,872,555656,328299609
3025,153,1372479,292067760
3026,398,57155,20381526
3027,193,618420,271657269
3028,960,482416,403153475
3029,141,585667,178958558
3030,480,1204365,250549219
3031,2096,803859,397425308
3032,55,11698,72242463
3033,326,3236916,395927293
3034,13765,1000264,513033283
3035,974,2189444,1292605586
3036,411,2078604,397070891
3037,943,1667793,823128169
3038,372,1392452,381881623
3039,344,2054598,299060462
3040,1276,2848623,896674276
3041,1855,2792134,789671773
3042,35,912284,222905707
3043,6,283811,62843746
3044,58,71209,27756196
3045,241,1063071,252440621
3046,167,63861,14372398
3047,3176,1193979,271464829
3048,491,1044246,250497347
3049,22207,6825517,3424536442
3050,1546,3464626,1149864426
3051,411,1299484,382269383
3052,157,-- ,93608324
3053,251,4519018,698614847
3054,1056,507029,125612247
3055,3426,1770672,1693580580
3056,42,220561,98000140
3057,74,4546220,1168385609
3058,21381,706822,716793911
3059,451,8650915,2310881550
3060,387,77894,14444263
3061,1604,700274,452387041
3062,2164,3543143,3335255531
3063,1014,1929088,1158534683
3064,4115,734940,329300585
3065,585,3971029,730736108
3066,1808,1591436,884084751
3067,185,3929446,1794157750
3068,920,919810,608631540
3069,2154,2552436,836994859
3070,129,2338081,1051039559
3071,52,5255070,2507680614
3072,761,1592834,379686191
3073,--,726527,205555289
3074,43,822702,51989692
3075,119,218329,53161626
3076,595,2704486,747295014
3077,397,3330942,649164506
3078,6,181658,503631
3079,2786,561013,280766132
3080,335,137465,74992884
3081,676,151818,370212210
3082,65,905031,267655824
3083,31,1351153,363864331
3084,4008,394414,388136925
3085,163,2035463,1138657345
3086,963,932757,341866028
3087,1123,-- ,84672983
3088,936,384816,191700071
3089,131,203229,53586600
3090,639,455359,93054171
3091,728,1334463,864103581
3092,35,22527,139286431
3093,317,744007,412537162
3094,284,319949,122900222
3095,464,921200,654047364
3096,1974,6174784,1834461538
3097,494,-- ,66187749
3098,94,4795224,887547430
3099,38,242591,91494693
3100,2106,-- ,126899353
3101,3034,-- ,177249927
3102,5164,2739025,1049435234
3103,1242,2872495,1061073942
3104,13,1578686,236138962
3105,287,3149561,950269718
3106,845,24248,30201408
3107,226,1153517,585222718
3108,975,571959,578670817
3109,14396,178297,107169694
3110,8733,-- ,138731242
3111,77,3950612,1135729554
3112,374,954280,248754238
3113,470,145920,87916414
3114,480,11953126,1916020973
3115,270,741701,307419475
3116,77,1219236,816944628
3117,51,578584,164485063
3118,446,5804234,999290952
3119,271,547272,201857426
3120,15,-- ,15896507
3121,2075,2644604,1220778204
3122,46,450784,74188210
3123,16,562099,117674479
3124,86,6461,61054124
3125,2298,1243105,831367649
3126,90,642071,224511038
3127,637,1694247,307078198
3128,37648,2270942,1453096184
3129,3172,992599,352710748
3130,14,157276,56270939
3131,5749,1090345,508138618
3132,446,644609,218892754
3133,168,83928,155448357
3134,4456,277085,137861011
3135,108,4367,40725618
3136,162,5120127,769979030
3137,30,936087,133739199
3138,1131,690705,390634845
3139,302,5018873,605014610
3140,626,2145663,1124597839
3141,887,1276979,442622201
3142,304,46094,26415296
3143,60,-- ,84560283
3144,23969,2175776,402965464
3145,10,136538,49101795
3146,66,407967,117932208
3147,10313,627901,350435747
3148,52,39183,18836853
3149,189,170898,52577524
3150,735,735037,169033351
3151,1295,655701,698260959
3152,14,-- ,95015244
3153,169,207676,140830667
3154,243,1934408,397610290
3155,58,1919487,606279997
3156,200,837256,179536330
3157,5,408152,241034873
3158,638,600504,155721562
3159,330,1447064,453923942
3160,99,503568,177336711
3161,21,453,13932203
3162,250,860197,206358885
3163,249,1708359,303694082
3164,2263,1136319,735236721
3165,104,219996,20282486
3166,245,1812006,1000625920
3167,32,51859,14326203
3168,48,-- ,21980084
3169,240,1208307,109681442
3170,8,2136537,595220878
3171,1115,3523705,2786057241
3172,471,674277,247123476
3173,504,954505,268980431
3174,148,405490,82138987
3175,767,539068,207243830
3176,59,1393369,191655214
3177,86,3768654,2488238303
3178,32,72147,128582524
3179,295,419944,251740970
3180,136,339526,130045623
3181,12,554,17603860
3182,147,1369528,824804395
3183,51,714401,1016739338
3184,120,1011632,354202158
3185,1244,610451,552001622
3186,5238,554228,365126109
3187,18,-- ,86473769
